ID,Title,Description,Author,Date,Subject,Text,Keywords
107,ON! wilde dat Blommestijn zich bij feiten hield: 'Je bent gezicht van omroep' ,"Raisa Blommestijn moest zich van het bestuur van Ongehoord Nederland (ON!) op sociale media bij de feiten houden. De presentatrice kondigde maandag haar vertrek bij de aspirant-omroep aan, omdat ze door het bestuur werd ""gecensureerd"".", Door onze entertainmentredactie ,2024-01-30T15:04:55+01:00, Media ,"Raisa Blommestijn moest zich van het bestuur van Ongehoord Nederland (ON!) op sociale media bij de feiten houden. De presentatrice kondigde maandag haar vertrek bij de aspirant-omroep aan, omdat ze door het bestuur werd ""gecensureerd"". ON!-bestuurslid Reinette Klever stelde dinsdag in het programma Ongehoord Nieuws dat Blommestijn niet helemaal met het gebruik van X moest stoppen. Wel moest de presentatrice zich ""bij de feiten houden"". Beschuldigingen dat ON! Blommestijn zou censureren, spreekt Klever met klem tegen. ""We hebben haar alleen aangesproken op haar gedrag op sociale media"", zei de ON!-bestuurder. ON! wilde bijvoorbeeld niet dat Blommestijn gasten uit de uitzendingen op sociale media zou aanvallen. ""Je kunt zeggen: sociale media zijn privé. Maar je bent ook het uithangbord en het gezicht van de omroep. Als omroep wil je neutraliteit uitstralen"", zei Klever. Wel noemt ze het vertrek van Blommestijn ""een aderlating"". Medepresentator Tom de Nooijer vindt het afscheid van zijn collega ""ongelooflijk triest. Voor de show, voor de omroep en persoonlijk."" De Nooijer beklemtoonde dat hij zelf niet opstapt. ""Daarmee komt Raisa niet terug. En we zijn het verplicht aan onze leden en kijkers om door te gaan."" Blommestijn zelf reageerde nog tijdens de uitzending op X dat haar wel een ""Twitter-verbod"" (de oude naam van X) zou zijn opgelegd. Volgens de ex-presentatrice was dat ""heel duidelijk de boodschap van Arnold Karskens (de baas van ON!, red.) geweest: stoppen met Twitter - en alle andere sociale media - of vertrekken. Dat was het ultimatum en dat was voor mij onacceptabel."" Klever en Karskens plaatsten maandag een korte verklaring op de website van ON!. Ze zeiden niet of er een concrete aanleiding is geweest om Blommestijn nu op haar berichten op X aan te spreken. ","Media, Cultuur, Ongehoord Nederland, Raisa Blommestijn"
108,Kerstinkopen in supermarkten fors duurder dan vorig jaar ,Voor speciale kerstproducten in de supermarkt betaal je dit jaar fors meer. De prijzen van producten als kerstkransjes en ragout zijn nu ruim 10 procent hoger dan eind 2022. Opvallend is dat veel vlees juist niet in prijs is gestegen., Door Thijs Rösken ,2023-12-16T05:15:01+01:00, Economie ,"Voor speciale kerstproducten in de supermarkt betaal je dit jaar fors meer. De prijzen van producten als kerstkransjes en ragout zijn nu ruim 10 procent hoger dan eind 2022. Opvallend is dat veel vlees juist niet in prijs is gestegen. Half december dook NU.nl weer enkele grote supermarkten in om inkopen te doen richting Kerst. Een beperkte selectie van boodschappen toont de inflatie van het kerstdiner. Eerder schreven we al dat de natuurlijke kerstboom dit jaar zo'n 7 procent duurder is, terwijl de kunstkerstboom juist in prijs is gedaald. Allereerst de kerstkransjes. Een pak van 200 gram verschillende soorten kerstkransjes kost bij Albert Heijn 2,49 euro, 14 procent meer dan eind vorig jaar. En bij Jumbo kost zo'n pak 2,39 euro, zelfs een derde meer dan een jaar eerder. Ook een kerststol is duurder. Bij Jumbo kost een luxe feeststol met amandelspijs van 750 gram nu 3,99 euro. Dat is 50 cent meer dan in 2022. Bij Albert Heijn, PLUS en ALDI is de (vanaf)prijs van die stol precies even hoog, al geven Albert Heijn en ALDI hierop wel nog korting. Albert Heijn rekent dan 1,99 euro en ALDI 2,49 euro. Voor de kerstdis zelf valt op dat veel vlees niet in prijs is gestegen. Dat is een gelukje voor mensen die ouderwets gaan gourmetten. Vleesschotels zijn bij Albert Heijn en Jumbo precies even duur als vorig jaar. Dat geldt ook voor producten als een eendenbout, diamanthaas of kwartels bij Albert Heijn. De ossenhaas en zalm zijn wel in prijs gestegen. Bij Albert Heijn kost een stuk ossenhaas 9,49 euro. De kiloprijs van 67,79 euro ligt 13 procent hoger dan eind vorig jaar. PLUS rekent met 10 euro voor een stuk van 200 gram (49,99 euro per kilo) een veel lagere prijs. Een pakje gerookte zalm van 100 gram kost bij Albert Heijn met 4,49 euro 50 cent meer dan vorig jaar. Jumbo rekent nog steeds 3,99 euro, maar heeft nu een kleinere verpakking (90 gram) in de schappen liggen. PLUS vraagt ook 4,49 euro en ALDI 3,69 euro. Vul je pasteitjes met ragout met Kerst? Blikken kippenragout van 400 gram lagen vorig jaar nog voor 1,39 euro in de schappen. Nu rekenen Albert Heijn en ALDI 1,59 euro. Jumbo en PLUS vragen daar 1,51 euro voor. Een Unox-blik kalfsvleesragout kost net als vorig jaar 1,99 euro. De supermarkt heeft de prijs weliswaar met 30 cent verhoogd, maar geeft nu weer 30 cent korting. Een kleine meevaller bij de kassa is de kruidenboter. Die is, net als gewone roomboter overigens, na forse prijsstijgingen eind vorig jaar nu juist ruim 10 procent goedkoper geworden. Voor 1,25 euro krijg je een pakje van 100 gram bij Albert Heijn, PLUS en ALDI. Jumbo vraagt 1,24 euro. Een wit stokbrood is bij Albert Heijn met 69 cent precies even duur als vorig jaar. Koop je een afbakbaguette? Dan betaal je bij Albert Heijn, Jumbo en PLUS 75 cent voor een pak van 300 gram. Dat is 10 cent (15 procent) duurder dan vorig jaar. Drink je rond de Kerst graag een glas glühwein? Dan krijg je de grootste prijsstijging voor de kiezen. De prijzen van literflessen zijn bij de grootste supermarktketens met ongeveer 31 procent gestegen. Je betaalt ongeveer 80 cent extra bij prijzen variërend van 3,15 tot 3,32 euro. ","Economie, Kerstmis"
109,"Band of Brothers, maar dan in de lucht: de bloedige strijd boven Duitsland ",Vandaag gaat de serie Masters of the Air in première. Deze derde serie van Tom Hanks en Steven Spielberg volgt de moedige vliegers van Amerikaanse bommenwerpers boven Europa tijdens de Tweede Wereldoorlog. Eerder maakten ze al Band of Brothers en The Pacific., Door Joost Nederpelt ,2024-01-26T05:05:53+01:00, Achtergronden ,"Vandaag gaat de serie Masters of the Air in première. Deze derde serie van Tom Hanks en Steven Spielberg volgt de moedige vliegers van Amerikaanse bommenwerpers boven Europa tijdens de Tweede Wereldoorlog. Eerder maakten ze al Band of Brothers en The Pacific. De overlevingskansen op dit soort missies waren klein, kleiner dan in de meeste andere takken van de strijdkrachten. Veel jonge geallieerde piloten, bommenrichters, boordschutters en navigatoren vonden de dood. In Masters of the Air wordt de 100th Bomb Group gevolgd, ook bekend als de 'Bloody Hundredth'. Die naam kreeg het squadron na dodelijke missies vol verliezen in 1943, het eerste jaar van Amerikaanse bombardementen op bezet Europa. De verliezen waren groot, ook doordat de Amerikanen overdag vlogen. Vol in het zicht van de vijand waren de grote viermotorige bommenwerpers een makkelijk doel voor de Duitse luchtafweer en dagjagers. De eigen Amerikaanse jagers kwamen in eerste instantie nauwelijks voorbij de Nederlandse oostgrens. De Britten vlogen toen al wijselijk vooral in het donker, maar de Amerikanen dachten met hun tot de tanden bewapende bommenwerpers dat het ook overdag moest kunnen. Ook omdat ze moeilijke doelen dan wel konden zien en dus raken. Dit besluit werd nooit herzien. In 1943 wist slechts 25 procent van de bemanning binnen het Amerikaanse achtste luchtleger (dat vanuit Engeland actief was) de verplichte 25 missies af te ronden. De andere 75 procent vond de dood, raakte zwaargewond of belandde in krijgsgevangenschap. De allerbloedigste dag was die van de Kasselmissie: niet in 1943, maar op 27 september 1944. Op die dag bezegelde één menselijke fout het lot van 117 landgenoten. Veilig is bombarderen boven bezet gebied in 1944 nog altijd niet. Maar wel veiliger dan in de beginperiode van de Amerikaanse aanwezigheid in Europa. Dat komt vooral door de P-51 Mustang. De actieradius van dit ijzersterke jachtvliegtuig is groot genoeg om de bommenwerpers vrijwel overal te escorteren. Ook naar Kassel, het doel die dag. In de zomer van 1943 hadden de bommenwerpers van de 445th Bombardment Group er deels alleen voor gestaan, maar nu is er bescherming. Toch gaat het mis, en wel in het leidende vliegtuig van de eenheid. Na een paar afhakers telt de groep nog 35 vliegtuigen. Frank Bertram vliegt die dag als navigator. ""Onze groep stond bekend om de dichte formatie waarin we vlogen. Als je dicht bij elkaar vliegt vallen vijandige jagers je niet aan, omdat je een enorme straal aan kogels kunt afvuren. Daarom probeerden ze het niet. Groepen die meer uit elkaar vlogen, waren sitting ducks (een makkelijk doelwit, red.)."" Het leidende toestel, een Consolidated B-24 'Liberator', is uitgerust met radar en dat is die dag vanwege laaghangende bewolking nodig. De Amerikanen zijn dan al in staat om zonder zicht doelen te bombarderen. Dat gaat lang niet altijd goed, maar terugkeren is ook niet echt een optie. In de bommenwerper vooraan zitten drie navigatoren en de commandant van de eenheid. In het bomvolle vliegtuig maakt iemand een fout, die niemand herstelt. Kassel en het hoofddoel, de Henschel-tankfabriek, worden gemist. De eenheid raakt losgekoppeld van de grote stroom van in totaal bijna driehonderd bommenwerpers die op de Duitse stad afgaat. Navigatoren in andere toestellen hebben het wel door, maar krijgen te horen dat ze bij elkaar moeten blijven. Majoor Donald McCoy in het leidende vliegtuig besluit in plaats daarvan een rangeerterrein in Göttingen aan te vallen. Ook dat wordt gemist. ""Onze bommen kwamen neer in een open veld, we hebben waarschijnlijk een paar koeien geraakt"", beschrijft Bertram. Op dat moment is er nog niet veel aan de hand. Wel is de formatie van 35 vliegtuigen het escorte kwijtgeraakt. Die zijn nog bij de grote groep die wel op Kassel afgaat. De 445th Bombardment Group staat er weer alleen voor. Een westelijke koers richting Engeland wordt ingezet. ""Er was geen waarschuwing, niet van onze eigen crew en ook niet van andere vliegtuigen"", herinnert piloot Peter Belitsos zich. Hij vliegt in de B-24 'Texas Rose'. ""Het gebeurde heel snel. Het eerst wat ik merkte, was een schok door het hele toestel. Meteen sloegen er vlammen uit de binnenste motor aan mijn kant. Ik keek op. Vrijwel alle vliegtuigen in mijn zichtveld stonden in brand."" De groep is ten prooi gevallen aan Jagdgeschwaders 3,4 en 300, die eigenlijk onderweg zijn om de grote stroom aan vliegtuigen die wel naar Kassel zijn gegaan te grazen te nemen. Zeker 100 Luftwaffe-jagers nemen de 35 Amerikaanse bommenwerpers onder vuur, die weerloos zijn tegen zo'n enorme overmacht. De Messerschmitts en Focke-Wulfs legen hun kanonnen, terwijl het Amerikaanse escorte nergens te bekennen is. De boordschutters in de bommenwerpers bijten nog wel van zich af, maar kunnen niet voorkomen dat 25 van de 35 B-24's al boven het ondergelegen Seulingswald neerstorten. En dat in een aanval die maar een paar minuten duurt. Dan komen de Mustangs van het escorte alsnog opdraven. Daarmee is alle schade nog niet geleden. Onderweg terug naar Engeland storten nog eens drie toestellen neer in Frankrijk en België. Twee B-24's weten maar net de noodlandingsstrip in het Engelse Manston te bereiken, terwijl nog een toestel vlak bij de thuisbasis in Norfolk neerstort. Slechts 4 van de 35 vliegtuigen bereiken de thuisbasis Tibenham, waar de missie die ochtend was begonnen. Veel bemanningsleden komen al om tijdens het luchtgevecht. William Bruce vliegt bommenwerper 'Bonnie Vee' en realiseert zich dat het tijd wordt om eruit te springen. ""Ik vroeg mijn copiloot om me te helpen met mijn riem. Maar toen hij opstond, werd hij in tweeën geschoten door een 20mm-kanon."" De vliegtuigen worden doorzeefd, vliegen in brand en nemen hun gedode of zwaargewonde bemanning mee naar beneden. Zelfs de Amerikanen die uit hun neerstortende vliegtuigen weten te springen, staat nog van alles te wachten. Meerdere vliegers worden eenmaal op de grond gedood door woedende Duitsers, lynchpartijen vinden plaats. De meeste overlevenden komen in krijgsgevangenschap. Ook daarin maken ze van alles mee. De uit 'Bonnie Vee' ontkomen Bruce wordt op een open wagen door een dorp gereden. ""Het leek wel alsof de halve Duitse bevolking was opgetrommeld. Ze vloekten naar me en raakten me met stenen, stokken, vuisten en alles wat voorhanden was. Uiteindelijk had een agent de 'eer' om me te arresteren. Ik werd opgesloten in een schuur. De mensen bleven stenen door de ramen gooien en op de muren bonken. Ik dacht echt dat ik doodging."" De vliegers wacht ruim een half jaar in krijgsgevangenschap, waarin ze worden verhoord en lange marsen te voet moeten afleggen om aan de bevrijders te ontkomen. Tijdens die marsen worden ze ook doelwit van overvliegende bevriende vliegtuigen. De medegevangenen bestaan uit allerlei andere geallieerden troepen. Het wordt duidelijk dat bijvoorbeeld de Poolse troepen die bij de Slag om Arnhem in handen van de Duitsers zijn gekomen veel slechter worden behandeld. Eten is schaars. Veel vliegers kampen nog met de bij hun laatste missie opgelopen verwondingen. Pas eind april 1945 worden veel van deze kampen bevrijd. Publiciteit voor deze zwarte dag van de 445th Bombardment Group blijft na de oorlog uit. De overlevenden hebben moeite om aandacht te vragen voor wat ze is overkomen. Het is het zwaarste verlies van het Amerikaanse achtste luchtleger, een mislukte missie waar duidelijk niemand in de militaire top trots op is. Overlevende Bertram, in zijn terugblik jaren later: ""Het was ook de slechtste dag die we als groep ooit hadden. En elke dag kon een slechte dag zijn op deze missies, maar niet zoals deze. Het is niet dat ik er vaak aan denk, maar als ik er eenmaal weer in zit, blijft het terugkomen. Dan herbeleef je die dag steeds maar weer."" Masters of the Air bestaat uit negen delen. De eerste twee afleveringen zijn vanaf vandaag te zien op Apple TV. ","Achtergronden, Tweede Wereldoorlog, Europa, Masters, Tom Hanks, Duitsland, Steven Spielberg"
110,Katten eten (te) veel kwetsbare diersoorten en bedreigen biodiversiteit ,"Katten eten wereldwijd meer dan tweeduizend verschillende diersoorten, waarvan honderden op de lijst van kwetsbare soorten staan. Daarmee vormen katten een bedreiging voor de biodiversiteit, waarschuwen onderzoekers in het wetenschappelijk tijdschrift Nature.", Door onze nieuwsredactie ,2023-12-13T08:25:18+01:00, Binnen- en buitenland ,"Katten eten wereldwijd meer dan tweeduizend verschillende diersoorten, waarvan honderden op de lijst van kwetsbare soorten staan. Daarmee vormen katten een bedreiging voor de biodiversiteit, waarschuwen onderzoekers in het wetenschappelijk tijdschrift Nature. De onderzoekers hebben naar eigen zeggen voor het eerst het jaag- en eetgedrag van katten wereldwijd in beeld gebracht. Daaruit blijkt dat katten bijna duizend vogelsoorten, 463 soorten reptielen en nog eens 431 soorten zoogdieren verorberen. Ook staan insecten en amfibieën als kikkers op het menu. In totaal werkt de wereldwijde kattenpopulatie 2.084 diersoorten naar binnen. Dat is volgens de wetenschappers nog een voorzichtige schatting. Van die diersoorten staan 347 op de lijst van kwetsbare diersoorten. De onderzoekers noemen dat ""zorgwekkend"". Ze wijzen erop dat katten al in verband worden gebracht met ruim een kwart van alle gevallen van uitstervende diersoorten wereldwijd. Daarmee behoren katten volgens de onderzoekers tot de ""meest problematische invasieve diersoorten ter wereld"". Het jaag- en eetgedrag van katten is vooral een probleem op eilanden, gaan de onderzoekers verder. Daar eten katten naar verhouding driemaal zoveel kwetsbare en beschermde diersoorten als op het vasteland. Dat komt doordat veel diersoorten op eilanden alleen lokaal voorkomen. De zorgen om het gedrag van katten leidde eerder dit jaar in Nieuw-Zeeland tot het idee voor een wedstrijd katten afschieten. Wilde en verwilderde katten vormen een plaag in het land. Naar schatting doden ze meer dan een miljoen inheemse vogels en tientallen miljoenen niet-inheemse vogels per jaar. Na kritiek van dierenwelzijnsorganisaties ging het plan niet door. ","Binnenland, Buitenland, Wetenschap, Dieren"
111,Roompot mag Landal GreenParks overnemen na verkoop deel vakantieparken ,Vakantieparkketen Roompot mag Landal GreenParks overnemen na de verkoop van dertig vakantieparken aan concurrent Dormio Group. Dat heeft de Autoriteit Consument &amp; Markt (ACM) woensdag bekendgemaakt., Door onze economieredactie ,2023-04-12T12:21:36+02:00, Economie ,"Vakantieparkketen Roompot mag Landal GreenParks overnemen na de verkoop van dertig vakantieparken aan concurrent Dormio Group. Dat heeft de Autoriteit Consument & Markt (ACM) woensdag bekendgemaakt. De overname van Landal door Roompot werd in juni 2021 aangekondigd. Landal GreenParks heeft ruim honderd vakantieparken in onder meer België, Duitsland, Nederland en Zwitserland. Het aanbod bij Roompot bestaat uit meer dan tweehonderd parken en vakantielocaties in verschillende landen. Bij de twee bedrijven samen werken ruim vijfduizend mensen. Toezichthouder ACM zegt kritisch naar de deal te hebben gekeken. Door het samengaan van de bedrijven zou een vrij dominante partij ontstaan op de vakantieparkenmarkt. ""Vakantieparken zijn populair onder vakantiegangers en belangrijk in de recreatiesector. Omdat er een te grote partij dreigde te ontstaan, konden we deze overname niet zomaar goedkeuren"", zegt bestuursvoorzitter Martijn Snoep van ACM. ""Doordat er nu een flink aantal vakantieparken naar Dormio gaat, versterken we de concurrentie. Dat is goed voor prijs, kwaliteit en innovatie in deze sector."" ","Economie, Vakanties, Consument, Landal Greenparks, Roompot, Acm, Dormio Group"
112,Nederlands racetalent Maya Weug (19) rijdt namens Ferrari in F1 Academy ,Maya Weug rijdt komend seizoen namens Ferrari in de F1 Academy voor vrouwelijke racetalenten. De negentienjarige coureur heeft een Nederlandse vader en een Belgische moeder en is opgegroeid in Spanje., Door Joost Nederpelt ,2024-01-18T12:27:45+01:00, Formule 1 ,"Maya Weug rijdt komend seizoen namens Ferrari in de F1 Academy voor vrouwelijke racetalenten. De negentienjarige coureur heeft een Nederlandse vader en een Belgische moeder en is opgegroeid in Spanje. Weug is al sinds 2021 onderdeel van de jeugdopleiding van Ferrari. Afgelopen seizoen kwam ze in actie in het Formula Regional European Championship, waarin ze meerdere keren punten pakte en als zeventiende eindigde in het eindklassement. De F1 Academy bestaat sinds 2023 en is opgericht door de Formule 1 zelf, als opvolger van de inmiddels verdwenen W Series. Alle tien Formule 1-teams steunen een rijder in deze klasse, die dus ook in de kleuren van dat team rijden. Weug rijdt dus in een auto in de Ferrari-kleuren, al wordt haar inschrijving gerund door het gerenommeerde Italiaanse Prema-team. Het doel van Weug is om vooraan te rijden in de F1 Academy. ""Ik heb veel zin om dit seizoen te beginnen. Werken met een hoog aangeschreven team als Prema zal een interessante ervaring zijn. Het is een grote eer om Ferrari te vertegenwoordigen, zeker op een interessant podium als de F1 Academy. We zijn hard aan het werk om zo goed mogelijk voorbereid te zijn."" De F1 Academy staat onder leiding van Susie Wolff, de vrouw van Mercedes-teambaas Toto Wolff. Het doel van de raceklasse is om vrouwelijke coureurs te ondersteunen richting de hogere opstapklassen onder de Formule 1, zoals de Formule 3 en de Formule 2. De F1 Academy rijdt met auto's van Formule 4-niveau. Weug komt onder meer in actie tijdens de Nederlandse Grand Prix op Zandvoort op 24 en 25 augustus. De F1 Academy rijdt verder in het voorprogramma van de koningsklasse, beginnend in Saoedi-Arabië op 8 en 9 maart. Verder worden ook Miami, Barcelona, Singapore, Qatar en Abu Dhabi aangedaan. ","Formule 1, Ferrari, Maya Weug, Academy, Spanje"
113,Sensatie op 500 meter: Velzeboer en Poutsma pakken allebei wereldbekergoud ,Shorttracksters Xandra Velzeboer en Selma Poutsma hebben zondag allebei goud gewonnen op de 500 meter bij de wereldbekerwedstrijden in Seoel. De fotofinish wees uit dat ze tegelijkertijd de streep waren gepasseerd. Het duo pakte daarna ook goud op de vrouwenrelay., Door onze sportredactie ,2023-12-17T08:24:23+01:00, Schaatsen ,"Shorttracksters Xandra Velzeboer en Selma Poutsma hebben zondag allebei goud gewonnen op de 500 meter bij de wereldbekerwedstrijden in Seoel. De fotofinish wees uit dat ze tegelijkertijd de streep waren gepasseerd. Het duo pakte daarna ook goud op de vrouwenrelay. De 24-jarige Poutsma begon ijzersterk en had een ruime voorsprong op de rest. De twee jaar jongere Velzeboer kende een dramatische start en moest een grote achterstand goedmaken op haar landgenote. Na 43,128 seconden kwamen beide shorttracksters tegelijkertijd over de finish. De drie andere finalisten uit China kwamen er niet aan te pas. Wang Ye completeerde het podium met een tijd van 43,411 seconden. Het is voor Poutsma de eerste keer dat ze goud verovert op een individuele afstand bij een wereldbekerwedstrijd. Poutsma werd vorige week in Peking nog tweede achter Velzeboer, die regerend wereldkampioen is op de 500 en 1.000 meter. Velzeboer en Poutsma veroverden kort na de 500 meter ook goud met Nederland op de vrouwenrelay. Samen met Yara van Kerkhof en Diede van Oorschot hielden zij Zuid-Korea (zilver) en China (brons) achter zich. Het was de derde wereldbekerzege op rij voor de vrouwenploeg. Velzeboer en Poutsma waren zaterdag met Jens van 't Wout, Teun Boer en Kay Huisman ook al de beste op de gemengde aflossing. Velzeboer schaatste op de 1.000 meter naar het brons. Bij de mannenrelay moest Nederland genoegen nemen met zilver achter China. Italië eindigde aanvankelijk als tweede, maar werd na de race gediskwalificeerd. Op individuele basis greep Itzhak de Laat naast een medaille. Hij eindigde als vierde in de finale op de 1.500 meter. ","Schaatsen, Wb Shorttrack, Shorttrack, Wereldbeker Shorttrack, Xandra Velzeboer, Selma Poutsma, Seoel"
114,"Twee mannen neergestoken in discotheek Lemele, drie verdachten opgepakt ",Bij een steekpartij in een discotheek in het Overijsselse Lemele zijn twee mannen zwaargewond geraakt. De politie heeft drie verdachten aangehouden. De betrokkenen waren allen bezoekers van discotheek Zaal Dijk., Door onze nieuwsredactie ,2023-12-17T11:20:36+01:00, Binnenland ,"Bij een steekpartij in een discotheek in het Overijsselse Lemele zijn twee mannen zwaargewond geraakt. De politie heeft drie verdachten aangehouden. De betrokkenen waren allen bezoekers van discotheek Zaal Dijk. De steekpartij vond kort na sluitingstijd plaats op de Dominee Berkhofweg, een straat naast de uitgaansgelegenheid. Dat bevestigt een woordvoerder van de politie na berichtgeving door RTV Oost. De slachtoffers zouden in hun buik zijn gestoken. Het gaat om twee mannen van achttien en negentien jaar. Beide slachtoffers komen uit Westerhaar-Vriezenveensewijk. Verschillende hulpdiensten kwamen ter plaatse. Er werden onder meer twee traumahelikopters opgeroepen. De slachtoffers zijn met spoed naar een ziekenhuis in Zwolle gebracht. Ongeveer een kwartier na de steekpartij werden in de buurt van Ommen drie personen in een auto aangehouden. De verdachten zijn een man van negentien uit Coevorden, een achttienjarige man uit Emmen en een jongen van zestien uit Coevorden. In de auto vond de politie een mes. De aanleiding van het steekincident wordt nog onderzocht. ","Binnenland, Lemele"
115,Hogere temperaturen zorgen ervoor dat we harder gaan praten ,"De gemiddelde omgevingstemperatuur heeft invloed op hoe hard we praten. Over het algemeen zijn talen in warmere streken luider dan die in koudere gebieden, blijkt uit nieuw taalonderzoek.", Door Linda van Beest ,2023-12-06T09:02:24+01:00, Wetenschap ,"De gemiddelde omgevingstemperatuur heeft invloed op hoe hard we praten. Over het algemeen zijn talen in warmere streken luider dan die in koudere gebieden, blijkt uit nieuw taalonderzoek. Gesproken taal wordt als geluidsgolven door de lucht overgedragen. De eigenschappen van de lucht om ons heen zijn daarom van invloed op hoe we praten en horen. ""Aan de ene kant vormt de droogte van koude lucht een uitdaging voor de productie van geluiden. Daarvoor zijn trillingen van de stembanden nodig. Aan de andere kant heeft warme lucht de neiging om geluiden te beperken, waardoor geluid minder ver draagt"", leggen de onderzoekers uit. We gaan harder praten, omdat de draagwijdte van de klank bij warme lucht kleiner is. Dat blijkt uit onderzoek van linguïsten van over de hele wereld dat dinsdag in het wetenschappelijke tijdschrift PNAS Nexus is gepubliceerd. Talen die dichter bij de evenaar worden gesproken, hebben een kleinere draagwijdte dan de talen die verder van de evenaar voorkomen. Veel Afrikaanse talen komen overeen met met de talen in Australië en Nieuw-Zeeland. De Salishtalen, een groep van 23 talen die in het noordwesten van Noord-Amerika worden gesproken, hebben de grootste draagwijdte. De sprekers van deze talen praten daardoor gemiddeld zachter dan mensen die andere talen spreken. ""Er is een duidelijk verband tussen de draagwijdte van geluid en de gemiddelde jaartemperatuur"", schrijft hoofdonderzoeker Søren Wichmann. Toch zijn er volgens de wetenschappers een paar uitzonderingen. Sommige talen in Midden-Amerika en het zuidoosten van Azië dragen wel ver, terwijl ze in zeer warme gebieden worden gesproken. Hieruit kun je volgens de onderzoekers opmaken dat het effect van temperatuur op de draagwijdte van taalklanken zich over langere tijd ontwikkelt. In het onderzoek is een grote database gebruikt om de invloed van klimaat op het volume van taal te testen. Die database bevat de basiswoordenschat van 5.293 talen en wordt voortdurend uitgebreid. Dit onderzoek is belangrijk om inzicht te krijgen in verschillende samenlevingen en bijvoorbeeld meer over migratie te weten te komen. ""Als talen zich aanpassen aan hun omgeving in een langzaam proces dat duizenden jaren duurt, dan bevatten ze ook aanwijzingen over de omgeving van de voorgangertalen"", legt Wichmann uit. Wetenschappers kunnen dan processen uit het verleden reconstrueren op basis van taal. ",Wetenschap
116,Debbie de Jong uit B&B Vol liefde schrijft boek over haar leven in Spanje ,"Debbie de Jong gaat haar eigen boek uitbrengen. In Huis vol liefde schrijft de voormalig televisieproducent over haar leven in Spanje, waar ze sinds 2005 twee bed and breakfasts bestiert.", Door Danja Koeleman ,2023-12-12T06:55:24+01:00, Boek & Cultuur ,"Debbie de Jong gaat haar eigen boek uitbrengen. In Huis vol liefde schrijft de voormalig televisieproducent over haar leven in Spanje, waar ze sinds 2005 twee bed and breakfasts bestiert. De B&B-houdster vertelt in het boek over haar carrière in de televisiewereld en waarom ze besloot om naar Spanje te verhuizen om daar een eigen onderneming te beginnen. Ook blikt de 63-jarige De Jong samen met haar vriend Paul terug op de opnames van B&B Vol liefde. De twee leerden elkaar tijdens het programma kennen en hebben nog steeds een relatie. Het verhaal van De Jong wordt omlijst met foto's en tips. Zo deelt ze haar favoriete recepten, stylingadviezen en haar favoriete plekjes aan de Costa Brava. Huis vol liefde verschijnt op 4 juni 2024 bij uitgeverij Spectrum. Kort daarna gaat het vierde seizoen van B&B Vol liefde van start. De winterse editie van het populaire datingprogramma, Winter Vol liefde, begint maandag. ","Boek & Cultuur, Boeken, Media, Cultuur, B&b Vol Liefde, Spanje, Debbie De Jong"
